"timestamp","user_id","session_id","event_name","string_props","numeric_props","os_name","os_version","locale","app_version","app_build_number","engine_name","engine_version","country_code","country_name","region_name"
"2026-03-31 20:16:24","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""STC-1000 Digital Temperature Controller"",""produto_url"":""https://s.shopee.com.br/900sxVQsz5""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:16:14","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""Digital Hygrometer Thermometer with Probe"",""produto_url"":""https://s.shopee.com.br/3B30rzpovR""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:16:09","32D48C3A87F6E0AE","177498749679280797","clique_afiliado","{""idioma"":""en"",""produto_nome"":""W3001 Digital Temperature Controller"",""produto_url"":""https://s.shopee.com.br/1LbMgoEHkl""}","{}","Android","11","en-sg","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498801847917895","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""04    at Android.App.Activity.n_OnCreate_Landroid_os_Bundle_(IntPtr jnienv, IntPtr native__this, IntPtr native_savedInstanceState)""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498801847917895","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""03    at Microsoft.Maui.MauiAppCompatActivity.OnCreate(Bundle savedInstanceState)""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498801847917895","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""02    at Microsoft.Maui.Platform.ApplicationExtensions.CreatePlatformWindow(Activity activity, IApplication application, Bundle savedInstanceState)""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498801847917895","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""01    at Microsoft.Maui.Controls.Application.Microsoft.Maui.IApplication.CreateWindow(IActivationState activationState)""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498801847917895","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""00 Fatal InvalidOperationException: Both MainPage was set and CreateWindow was overridden to provide a page.""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:12:51","DDCCF13706FB2E68","177498772370049136","ApplicationCrash","{""2026-03-31T20:12:51.1438638Z"":""00 Fatal InvalidOperationException: Both MainPage was set and CreateWindow was overridden to provide a page.""}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
"2026-03-31 20:11:26","DDCCF13706FB2E68","177498772370049136","bateria_otimizacao_aceita","{}","{}","Android","11","en-ph","2.1.17","39","","","US","United States",""
